Issue Type,Custom field (Patch Info),Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,,CAMEL-9890,12960303,Migrate Camel-websocket to Jetty9,ancosen,ancosen,Major,Resolved,Fixed,2016-04-20 11:16,2016-04-20 13:03,
Bug,,CAMEL-9788,12955248,"Jetty endpoint option ""matchOnUriPrefix"" does not work properly",davsclaus,mbasovni,Major,Closed,Invalid,2016-04-01 9:16,2016-04-02 19:17,
Bug,,CAMEL-9797,12955480,camel-elastichsearch - Bugs fails since recent upgrade,ancosen,davsclaus,Major,Resolved,Fixed,2016-04-02 6:29,2016-04-02 9:14,
Bug,Patch Available,CAMEL-10328,13005729,Enhance Slack component to support attachments in webhooks,davsclaus,sidshar,Minor,Resolved,Fixed,2016-09-18 7:24,2018-03-14 10:32,
Bug,,CAMEL-10394,13012911,BlueprintCamelContext cannot find components created in RouteBuilder.configure method,davsclaus,hqstevenson,Minor,Resolved,Fixed,2016-10-17 16:46,2018-03-05 12:01,
Bug,,CAMEL-10349,13008051,javaScript setHeader conversion fault,fabryprog,fabryprog,Minor,Closed,Unresolved,2016-09-27 20:46,2018-02-26 13:45,
Bug,,CAMEL-10093,12983750,camel-restlet - Message body is null,,davsclaus,Minor,Open,,2016-06-27 12:09,2017-11-02 7:31,
Bug,,CAMEL-10440,13017572,ftp component: Errors during file download bypass redelivery and goes directly to the deadletterchannel ,,Kluggi,Minor,Resolved,Won't Fix,2016-11-03 9:49,2017-09-21 10:58,
Bug,,CAMEL-10504,13022205,Hiding an underlying exception if MongoDbBasicConverters fails to convert to DBObject,ancosen,elomonos,Minor,Resolved,Fixed,2016-11-21 14:40,2017-05-17 15:46,
Bug,,CAMEL-11264,13071213,Potential NPE in DefaultUndertowHttpBinding,ancosen,jamesnetherton,Minor,Resolved,Fixed,2017-05-11 15:32,2017-05-15 8:18,
Bug,,CAMEL-10396,13013195,Can't use parameter type to select among overloaded methods,davsclaus,aldettinger,Minor,Resolved,Fixed,2016-10-18 13:30,2017-05-08 20:38,
Bug,,CAMEL-10497,13021752,Improve documentation detailing websocket implementation details,,singram777,Minor,Open,,2016-11-18 13:32,2017-04-18 7:44,
Bug,,CAMEL-10373,13010490,camel-spring-boot-starter - Some starters has hibernate-validator,nferraro,davsclaus,Minor,Resolved,Fixed,2016-10-07 15:20,2017-04-13 13:02,
Bug,Patch Available,CAMEL-10477,13020552,[jruby] Upgrade to 1.7.26,paolo.antinori,paolo.antinori,Minor,Resolved,Unresolved,2016-11-14 17:32,2017-04-07 8:51,
Bug,,CAMEL-11009,13055820,Camel spring - spring.schemas file contains unexpaned maven properties in release artefact,davsclaus,niels.bertram,Minor,Resolved,Fixed,2017-03-14 4:43,2017-03-19 15:32,
Bug,,CAMEL-10363,13009101,camel-spring-redis - Cannot install in Karaf,,davsclaus,Minor,Resolved,Won't Fix,2016-10-02 5:06,2017-03-14 6:47,
Bug,,CAMEL-10789,13040408,Indexing with simple expression broken in Apache Camel 2.18,davsclaus,surjitsen,Minor,Resolved,Fixed,2017-02-04 22:52,2017-03-01 9:13,
Bug,,CAMEL-10439,13017550,Kafka Consumer cannot load class RangeAssignor in Weblogic/JEE,,convoi,Minor,Resolved,Later,2016-11-03 8:27,2017-02-24 13:33,
Bug,,CAMEL-10821,13042580,Camel-swagger-java doesn't parse multiple required parameters,davsclaus,Sufod,Minor,Resolved,Not A Problem,2017-02-13 13:49,2017-02-13 14:11,
Bug,,CAMEL-10817,13042119,dumpModelAsXml can return invalid XML namespace xmlns:xmlns,jamesnetherton,jamesnetherton,Minor,Resolved,Fixed,2017-02-10 16:49,2017-02-13 9:13,
Bug,,CAMEL-10745,13037682,POJO @Produce @Consume does not work with multiple arguments anymore.,davsclaus,chrisjheap,Minor,Resolved,Fixed,2017-01-25 12:41,2017-01-30 17:55,
Bug,,CAMEL-10741,13037334,LogEndpoint error constructing LogProducer,davsclaus,indysilver,Minor,Resolved,Fixed,2017-01-24 11:08,2017-01-27 13:27,
Bug,,CAMEL-10459,13019497,camel-elsql - option batch is not implemented in producer,onders,tturek,Minor,Resolved,Fixed,2016-11-09 10:14,2017-01-13 17:13,
Bug,,CAMEL-10653,13030419,XQuery support broken in Camel 2.18.x,davsclaus,nvoskresenskiy,Minor,Resolved,Fixed,2016-12-23 17:37,2016-12-23 19:07,
Bug,,CAMEL-10444,13017617,Return header with key CamelMongoDbRecordsAffected from update and remove operations,ancosen,nbusy,Minor,Resolved,Fixed,2016-11-03 12:40,2016-12-22 7:42,
Bug,,CAMEL-10634,13029747,Camel Catalog contains some invalid entries for Spring-boot in 2.18.x,davsclaus,aurelien.pupier,Minor,Resolved,Fixed,2016-12-21 13:46,2016-12-21 16:01,
Bug,,CAMEL-10476,13020538,configAdminFile not used to populate property placeholders in camel-Bug-blueprint when run via camel-maven-plugin,gzres,ryanco,Minor,Resolved,Fixed,2016-11-14 16:09,2016-12-16 8:10,
Bug,Patch Available,CAMEL-10597,13028113,Swagger prints child object types as string parameters rather than refs,davsclaus,bobpaulin,Minor,Resolved,Fixed,2016-12-14 14:42,2016-12-15 14:26,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
