GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JFreeChart,org.jfree.chart.annotations,XYShapeAnnotation,193,145,14,12,46,41,12,10,3,6
JFreeChart,org.jfree.chart.annotations,AbstractXYAnnotation,64,38,12,4,23,12,12,4,4,4
JFreeChart,org.jfree.chart.annotations,AbstractAnnotation,21,83,4,4,7,25,6,9,3,8
JFreeChart,org.jfree.chart.event,OverlayChangeEvent,0,4,0,0,0,2,0,1,0,1
JFreeChart,org.jfree.chart.event,ChartChangeEventType,50,22,12,0,17,9,10,2,4,2
JFreeChart,org.jfree.chart.event,PlotChangeEvent,3,7,0,0,1,3,1,1,1,1
JFreeChart,org.jfree.chart.event,MarkerChangeEvent,0,10,0,0,0,4,0,2,0,2
JFreeChart,org.jfree.chart.event,TitleChangeEvent,3,7,0,0,1,3,1,1,1,1
JFreeChart,org.jfree.chart.event,AnnotationChangeEvent,3,10,0,0,1,4,1,1,1,1
JFreeChart,org.jfree.chart.event,AxisChangeEvent,0,10,0,0,0,4,0,2,0,2
JFreeChart,org.jfree.chart.event,ChartChangeEvent,12,24,0,0,4,10,3,4,3,4
JFreeChart,org.jfree.chart.event,RendererChangeEvent,0,21,0,0,0,8,0,4,0,4
JFreeChart,org.jfree.chart.event,ChartProgressEvent,21,13,0,0,9,5,6,1,6,1
